age,job,education,housing,loan,output,marital
53,blue-collar,basic.4y,yes,no,no,married
45,housemaid,basic.4y,yes,no,no,married
58,retired,basic.4y,yes,no,no,married
46,technician,basic.9y,no,no,no,married
56,services,high.school,yes,no,no,divorced
28,self-employed,university.degree,yes,no,no,single
38,blue-collar,basic.9y,no,yes,no,married
32,technician,professional.course,yes,no,no,single
36,admin.,university.degree,no,no,yes,married
27,blue-collar,basic.9y,yes,yes,no,married
46,management,basic.9y,yes,no,no,married
40,admin.,university.degree,no,no,yes,married
31,technician,professional.course,yes,no,yes,married
45,admin.,university.degree,yes,yes,no,married
49,self-employed,high.school,no,no,yes,married
52,self-employed,university.degree,no,no,no,married
53,admin.,high.school,yes,no,no,divorced
26,services,high.school,unknown,unknown,no,single
48,services,high.school,yes,no,no,single
32,technician,professional.course,no,no,no,married
34,blue-collar,basic.9y,no,no,no,single
35,technician,professional.course,no,no,no,married
38,student,university.degree,no,no,no,single
53,technician,professional.course,yes,no,yes,single
44,technician,professional.course,no,no,no,divorced
53,admin.,high.school,yes,no,no,divorced
39,management,basic.9y,yes,no,no,single
38,entrepreneur,basic.9y,no,no,no,married
33,services,high.school,yes,no,yes,married
37,technician,high.school,yes,no,no,married
29,technician,university.degree,yes,yes,no,single
33,unemployed,university.degree,no,no,no,single
33,admin.,university.degree,no,no,yes,single
28,admin.,university.degree,no,no,no,single
26,blue-collar,high.school,no,yes,no,single
35,admin.,university.degree,no,no,no,single
46,admin.,university.degree,yes,no,no,married
43,services,high.school,yes,no,no,married
45,admin.,university.degree,no,no,yes,single
50,technician,high.school,no,no,no,married
42,blue-collar,basic.4y,no,no,no,married
28,student,professional.course,no,no,no,single
36,admin.,high.school,no,yes,no,divorced
28,blue-collar,basic.4y,no,no,no,married
49,housemaid,basic.4y,no,yes,yes,married
25,blue-collar,high.school,no,no,no,married
43,management,unknown,no,yes,no,married
36,housemaid,basic.6y,yes,no,no,married
34,technician,unknown,yes,no,no,divorced
34,admin.,university.degree,no,no,no,married
56,management,university.degree,no,no,no,divorced
34,management,university.degree,yes,no,no,married
28,blue-collar,basic.6y,yes,no,no,married
52,technician,university.degree,no,no,no,married
38,admin.,high.school,unknown,unknown,no,married
32,admin.,university.degree,no,no,no,single
55,admin.,university.degree,no,no,no,married
33,technician,professional.course,no,no,no,married
33,blue-collar,basic.6y,yes,no,no,divorced
48,blue-collar,basic.4y,no,no,no,married
36,management,university.degree,yes,yes,no,married
33,admin.,basic.9y,no,no,no,married
40,blue-collar,basic.9y,no,no,no,married
29,management,university.degree,no,no,no,married
55,management,university.degree,yes,no,no,married
53,admin.,professional.course,yes,no,no,married
28,blue-collar,basic.9y,no,no,no,single
30,blue-collar,basic.4y,no,no,no,single
38,technician,university.degree,yes,yes,no,married
32,admin.,university.degree,no,no,no,single
55,technician,professional.course,no,no,no,married
40,technician,high.school,no,no,no,single
33,services,high.school,yes,yes,no,married
33,admin.,university.degree,no,no,no,married
48,blue-collar,basic.4y,yes,no,no,married
57,services,high.school,yes,no,no,married
46,services,university.degree,no,no,no,married
52,technician,professional.course,yes,no,yes,married
32,services,high.school,yes,yes,yes,single
27,admin.,university.degree,no,no,no,single
41,admin.,university.degree,no,no,yes,married
38,technician,professional.course,yes,no,no,divorced
31,admin.,university.degree,yes,no,no,single
33,admin.,university.degree,yes,no,no,single
27,services,professional.course,no,no,no,married
43,blue-collar,basic.9y,yes,no,no,married
36,admin.,high.school,no,no,no,married
38,technician,university.degree,yes,no,no,married
50,entrepreneur,basic.9y,no,no,no,married
54,technician,university.degree,yes,no,no,married
72,retired,basic.4y,no,no,no,divorced
48,admin.,basic.4y,yes,no,no,divorced
54,entrepreneur,university.degree,no,no,no,married
31,management,university.degree,no,yes,no,married
50,self-employed,basic.9y,yes,yes,yes,married
40,blue-collar,basic.9y,yes,no,no,married
29,services,high.school,yes,no,no,single
68,retired,basic.4y,no,no,no,married
47,admin.,university.degree,no,no,no,single
30,services,high.school,no,no,no,single
34,admin.,university.degree,no,no,no,married
52,technician,high.school,no,no,no,married
30,admin.,university.degree,yes,no,no,married
37,admin.,university.degree,no,no,no,single
32,admin.,university.degree,yes,yes,yes,married
43,blue-collar,basic.6y,no,no,no,married
31,admin.,high.school,no,no,no,married
29,technician,unknown,yes,yes,no,single
34,admin.,high.school,yes,no,no,single
47,self-employed,university.degree,yes,no,no,married
38,technician,professional.course,no,no,no,divorced
42,technician,professional.course,yes,no,no,married
33,services,professional.course,yes,yes,yes,married
55,management,basic.4y,yes,no,no,single
46,services,high.school,no,no,no,married
50,blue-collar,basic.4y,yes,no,no,married
34,blue-collar,basic.6y,yes,yes,no,married
34,blue-collar,basic.9y,no,no,no,married
26,blue-collar,high.school,no,no,no,single
34,blue-collar,basic.4y,no,no,no,married
30,technician,high.school,yes,yes,no,divorced
27,technician,professional.course,no,no,no,single
38,technician,professional.course,yes,no,no,married
45,technician,university.degree,yes,no,no,married
50,management,university.degree,yes,no,no,married
31,housemaid,basic.4y,no,no,no,married
29,admin.,university.degree,yes,no,no,single
41,blue-collar,basic.6y,yes,no,no,married
45,technician,university.degree,yes,no,no,married
32,management,university.degree,yes,yes,no,divorced
38,admin.,basic.6y,no,yes,no,married
52,entrepreneur,basic.9y,unknown,unknown,no,married
37,services,high.school,yes,no,no,married
33,technician,high.school,no,no,no,single
57,technician,high.school,no,yes,no,married
33,services,high.school,no,no,no,single
41,blue-collar,basic.9y,no,yes,no,married
31,services,university.degree,yes,no,no,single
49,blue-collar,professional.course,no,no,no,married
35,technician,professional.course,yes,no,no,married
55,housemaid,basic.4y,yes,no,no,married
42,retired,illiterate,no,no,no,divorced
29,entrepreneur,university.degree,no,no,no,single
51,admin.,basic.6y,yes,no,no,married
35,admin.,university.degree,yes,no,no,single
45,entrepreneur,high.school,no,no,no,married
41,admin.,university.degree,no,no,no,married
44,technician,professional.course,yes,no,no,divorced
66,unknown,basic.4y,yes,yes,no,married
39,admin.,university.degree,unknown,unknown,no,married
47,technician,professional.course,yes,no,no,married
42,admin.,university.degree,no,no,no,married
25,student,university.degree,no,no,yes,single
58,technician,university.degree,yes,no,no,married
71,housemaid,basic.4y,yes,no,yes,married
48,admin.,professional.course,yes,no,no,single
30,unemployed,professional.course,yes,no,no,married
24,technician,professional.course,yes,no,no,single
27,admin.,university.degree,yes,no,yes,single
45,admin.,high.school,yes,no,yes,divorced
29,unemployed,basic.4y,no,no,yes,married
26,student,professional.course,yes,no,yes,single
36,blue-collar,basic.6y,no,no,no,married
54,blue-collar,basic.6y,no,no,no,married
54,unemployed,high.school,yes,no,yes,married
42,admin.,basic.6y,yes,no,no,married
49,services,basic.6y,no,yes,no,married
28,technician,professional.course,yes,no,no,single
52,technician,basic.9y,yes,no,no,married
26,admin.,university.degree,yes,no,no,single
54,management,basic.6y,yes,no,no,married
58,retired,basic.4y,no,no,no,married
28,blue-collar,basic.9y,no,yes,no,married
32,technician,professional.course,yes,no,no,single
48,technician,university.degree,yes,no,no,married
28,admin.,high.school,no,no,yes,single
37,admin.,university.degree,yes,no,no,married
31,admin.,professional.course,no,no,no,single
41,blue-collar,unknown,yes,no,no,married
52,services,basic.9y,no,no,no,married
35,technician,professional.course,no,yes,no,divorced
40,services,high.school,no,no,no,single
32,technician,university.degree,yes,no,no,married
24,services,high.school,no,yes,no,single
39,management,university.degree,yes,no,yes,married
73,retired,basic.4y,yes,no,no,married
28,technician,professional.course,no,no,no,married
29,management,university.degree,no,yes,no,single
43,blue-collar,basic.4y,yes,no,no,married
31,technician,professional.course,yes,no,no,single
41,admin.,university.degree,yes,no,no,married
61,retired,university.degree,yes,no,no,divorced
30,blue-collar,basic.9y,no,yes,no,married
50,management,university.degree,yes,no,no,single
30,management,university.degree,no,no,no,single
43,blue-collar,basic.6y,yes,no,yes,married
32,student,high.school,yes,no,no,married
47,blue-collar,basic.9y,yes,no,no,divorced
43,admin.,university.degree,no,yes,no,married
34,technician,university.degree,yes,no,no,married
52,admin.,university.degree,no,yes,no,married
30,blue-collar,basic.9y,yes,yes,no,single
35,admin.,basic.9y,no,no,no,married
39,admin.,university.degree,yes,no,no,married
30,admin.,university.degree,yes,no,no,single
47,blue-collar,basic.4y,no,no,no,married
44,services,high.school,yes,no,no,single
33,admin.,university.degree,yes,no,yes,single
43,unemployed,university.degree,no,no,no,married
39,services,high.school,no,no,no,divorced
42,admin.,high.school,no,yes,no,single
55,admin.,high.school,yes,no,no,married
56,services,high.school,no,yes,no,married
66,retired,high.school,unknown,unknown,yes,married
30,services,high.school,yes,yes,no,single
34,admin.,university.degree,yes,no,no,married
38,technician,high.school,yes,yes,no,single
39,blue-collar,basic.6y,yes,yes,no,married
27,technician,high.school,no,no,no,single
27,admin.,high.school,no,no,no,single
35,blue-collar,high.school,yes,no,no,married
35,technician,professional.course,no,no,no,married
53,retired,high.school,yes,no,no,married
37,management,university.degree,no,no,no,married
33,unknown,unknown,yes,no,no,married
54,management,university.degree,yes,yes,no,divorced
39,services,basic.9y,yes,no,no,married
45,blue-collar,basic.4y,yes,no,no,married
33,admin.,university.degree,yes,yes,no,married
36,self-employed,university.degree,yes,no,no,single
27,student,high.school,yes,no,no,married
42,admin.,university.degree,yes,yes,no,single
38,management,university.degree,no,no,no,married
44,admin.,university.degree,yes,no,no,married
23,student,high.school,no,no,no,single
50,blue-collar,high.school,no,yes,no,divorced
54,technician,high.school,yes,yes,no,married
38,technician,professional.course,no,no,no,divorced
33,blue-collar,basic.9y,unknown,unknown,no,married
31,services,basic.9y,yes,no,no,married
44,admin.,high.school,no,no,no,married
26,admin.,high.school,yes,yes,no,single
35,admin.,university.degree,yes,no,no,married
31,services,high.school,yes,no,no,divorced
56,admin.,unknown,yes,no,no,married
37,technician,professional.course,unknown,unknown,no,divorced
57,technician,professional.course,yes,no,yes,married
46,housemaid,basic.4y,no,no,no,married
49,admin.,basic.9y,no,yes,no,married
74,retired,university.degree,yes,yes,yes,married
31,blue-collar,basic.9y,no,yes,no,single
38,technician,professional.course,yes,no,no,single
37,entrepreneur,university.degree,yes,no,no,married
56,admin.,basic.9y,no,yes,no,married
35,entrepreneur,university.degree,no,no,no,single
46,admin.,high.school,no,no,no,married
30,blue-collar,basic.9y,no,no,no,married
40,blue-collar,basic.9y,unknown,unknown,no,single
54,management,basic.9y,yes,no,no,single
32,blue-collar,basic.9y,no,no,no,married
34,self-employed,university.degree,no,no,no,single
35,admin.,university.degree,yes,no,no,married
38,blue-collar,basic.4y,no,no,no,married
42,technician,high.school,yes,no,no,divorced
49,management,basic.6y,no,no,no,divorced
27,student,high.school,no,yes,no,single
52,services,high.school,no,yes,no,married
54,retired,university.degree,no,no,no,married
59,technician,professional.course,no,no,no,married
48,blue-collar,basic.9y,no,no,no,married
47,technician,professional.course,no,no,no,married
27,services,university.degree,no,no,no,married
41,blue-collar,basic.6y,yes,yes,no,married
47,blue-collar,basic.4y,unknown,unknown,no,married
36,services,high.school,no,yes,no,married
40,admin.,university.degree,yes,yes,no,single
57,self-employed,basic.4y,yes,no,no,married
31,unemployed,university.degree,yes,yes,no,divorced
65,housemaid,basic.4y,no,no,no,married
60,technician,university.degree,yes,no,no,married
53,services,high.school,yes,no,no,married
81,retired,basic.4y,yes,no,yes,married
81,retired,basic.4y,yes,no,no,married
47,blue-collar,basic.9y,yes,no,no,divorced
60,admin.,university.degree,yes,no,yes,married
55,management,university.degree,no,no,no,divorced
70,retired,basic.4y,no,no,no,married
32,blue-collar,professional.course,yes,no,no,married
31,admin.,university.degree,yes,no,no,married
46,admin.,university.degree,no,no,no,married
